"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-10",,,,,,,,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-11","4.3",",,W",,,"6.7",",,W","2.8",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-12","7.1",",,W",,,"6.7",",,W","3.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-13","10.8",",,W",,,"4.4",",,W","3.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-14","5.8",",,W",,,"7.2",",,W","3.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-15","5.9",",,W",,,"7.8",",,W","1.1",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-16","4.5",",,W",,,"5.0",",,W","1.1",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-17","2.6",",,W",,,"4.4",",,W","2.2",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-18","5.0",",,W",,,"6.1",",,W","0.6",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-19","10.1",",,W","2.1","H,,S","5.0",",,W","0.0",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-20","11.3",",,W","2.6","H,,S","5.6",",,W","1.1",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-21","5.0",",,W","3.4","H,,S","6.7",",,W","1.1",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-22","7.8",",,W","4.4","H,,S","5.0",",,W","3.9",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-23","11.1",",,W","4.7","H,,S","5.6",",,W","4.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-24","7.2",",,W","5.2","H,,S","7.8",",,W","4.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-25",,,"5.2","H,,S",,,,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-27",,,,,,,,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-28","7.6",",,W","5.9","H,,S","11.1",",,W","4.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-29","10.9",",,W","7.3","H,,S","9.4",",,W","3.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-30","7.4",",,W","5.1","H,,S","6.7",",,W","1.1",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-05-31","3.1",",,W","4.0","H,,S","9.4",",,W","1.1",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-01","4.5",",,W","6.0","H,,S","9.4",",,W","3.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-02","5.5",",,W","4.2","H,,S","5.6",",,W","2.8",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-03","5.5",",,W","3.1","H,,S","5.6",",,W","1.1",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-04","3.6",",,W","2.3","H,,S","6.7",",,W","0.6",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-05","7.6",",,W","5.0","H,,S","7.2",",,W","4.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-06","10.5",",,W","5.9","H,,S","9.4",",,W","5.0",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-07","6.1",",,W","5.7","H,,S","6.1",",,W","4.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-08","8.5",",,W","5.0","H,,S","8.3",",,W","4.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-09","8.1",",,W","5.7","H,,S","8.3",",,W","4.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-10","6.0",",,W","6.3","H,,S","8.9",",,W","5.0",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-11","7.5",",,W","6.2","H,,S","8.3",",,W","5.0",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-12","4.7",",,W","5.6","H,,S","8.3",",,W","4.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-13","5.2",",,W","5.6","H,,S","6.7",",,W","3.9",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-14","6.5",",,W","5.7","H,,S","6.7",",,W","3.9",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-15","7.0",",,W","4.8","H,,S","6.1",",,W","3.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-16","2.6",",,W","6.0","H,,S","10.0",",,W","3.9",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-17","3.6",",,W","7.0","H,,S","8.3",",,W","5.0",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-18","4.4",",,W","7.8","H,,S","13.9",",,W","4.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-19","3.1",",,W","7.2","H,,S","13.3",",,W","4.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-20","3.1",",,W","8.1","H,,S","9.4",",,W","5.0",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-21","4.4",",,W","6.8","H,,S","12.8",",,W","3.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-22","5.6",",,W","9.1","H,,S","10.6",",,W","6.1",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-23","7.2",",,W","8.2","H,,S","10.6",",,W","6.1",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-24","6.5",",,W","8.3","H,,S","12.8",",,W","7.2",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-25","2.7",",,W","9.2","H,,S","12.2",",,W","5.6",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-26","3.5",",,W","7.9","H,,S","9.4",",,W","4.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-27","3.5",",,W","8.2","H,,S","10.6",",,W","6.7",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-28","3.4",",,W","7.9","H,,S","10.6",",,W","7.2",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-29","7.6",",,W","8.1","H,,S","10.6",",,W","7.2",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-06-30","7.7",",,W","8.3","H,,S","10.0",",,W","6.7",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-01","4.7",",,W","7.6","H,,S","9.4",",,W","6.7",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-02","3.4",",,W","7.6","H,,S","11.1",",,W","6.7",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-03","4.9",",,W","8.0","H,,S","10.0",",,W","6.7",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-04","5.5",",,W","7.7","H,,S","9.4",",,W","7.2",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-05","6.0",",,W","7.4","H,,S","10.0",",,W","6.7",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-06","6.8",",,W","7.9","H,,S","8.9",",,W","7.2",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-07","5.2",",,W","8.1","H,,S","11.7",",,W","6.1",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-08","6.9",",,W","7.9","H,,S","9.4",",,W","7.2",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-09","6.3",",,W","9.1","H,,S","13.9",",,W","7.8",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-10","3.8",",,W","8.2","H,,S","11.7",",,W","4.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-11","2.1",",,W","8.1","H,,S","12.8",",,W","2.8",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-12","2.5",",,W","7.7","H,,S","10.0",",,W","5.6",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-13","1.8",",,W","8.4","H,,S","10.0",",,W","7.8",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-14","2.2",",,W","8.9","H,,S","12.8",",,W","6.7",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-15","4.1",",,W","9.4","H,,S","10.6",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-16","5.5",",,W","9.2","H,,S","12.2",",,W","7.8",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-17","6.2",",,W","8.8","H,,S","11.1",",,W","7.2",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-18","6.7",",,W","9.3","H,,S","10.0",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-19","5.5",",,W","8.8","H,,S","10.6",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-20","5.4",",,W","9.3","H,,S","11.1",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-21","7.1",",,W","9.6","H,,S","12.2",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-22","3.0",",,W","9.4","H,,S","10.6",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-23","2.5",",,W","9.4","H,,S","10.6",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-24","2.7",",,W","9.1","H,,S","11.1",",,W","7.8",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-25","2.8",",,W","8.7","H,,S","11.1",",,W","7.8",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-26","4.0",",,W","9.6","H,,S","10.6",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-27","7.6",",,W","8.9","H,,S","10.0",",,W","7.8",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-28","8.4",",,W","9.2","H,,S","10.0",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-29","3.8",",,W","8.9","H,,S","10.6",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-30","4.7",",,W","8.9","H,,S","10.0",",,W","7.2",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-07-31","4.2",",,W","9.3","H,,S","10.0",",,W","8.9",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-01","7.1",",,W","9.6","H,,S","11.1",",,W","9.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-02","8.8",",,W","10.3","H,,S","11.7",",,W","9.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-03","6.2",",,W","9.7","H,,S","10.0",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-04","7.1",",,W","9.8","H,,S","12.2",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-05","4.0",",,W","9.7","H,,S","11.1",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-06","3.4",",,W","9.5","H,,S","12.2",",,W","6.7",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-07","9.8",",,W","9.6","H,,S","10.0",",,W","8.9",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-08","8.1",",,W","9.1","H,,S","10.6",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-09","5.3",",,W","9.4","H,,S","11.1",",,W","8.9",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-10","4.3",",,W","9.4","H,,S","11.7",",,W","7.8",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-11","2.9",",,W","9.7","H,,S","12.2",",,W","7.8",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-12","3.3",",,W","8.9","H,,S","11.7",",,W","6.7",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-13","2.6",",,W","9.4","H,,S","12.8",",,W","6.7",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-14","6.4",",,W","10.2","H,,S","12.2",",,W","7.8",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-15","6.3",",,W","10.6","H,,S","12.8",",,W","8.9",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-16","4.4",",,W","10.1","H,,S","12.2",",,W","8.9",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-17","2.4",",,W","10.2","H,,S","11.7",",,W","8.9",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-18","6.7",",,W","10.1","H,,S","11.7",",,W","8.9",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-19","4.8",",,W","10.3","H,,S","11.1",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-20","5.1",",,W","9.4","H,,S","11.1",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-21","5.0",",,W","10.1","H,,S","12.8",",,W","8.9",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-22","8.3",",,W","10.0","H,,S","12.2",",,W","8.9",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-23","4.8",",,W","9.7","H,,S","11.7",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-24","3.0",",,W","9.3","H,,S","10.6",",,W","7.2",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-25","2.2",",,W","9.8","H,,S","13.9",",,W","8.3",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-26","4.4",",,W","10.8","H,,S","12.2",",,W","6.1",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-27","3.1",",,W","9.3","H,,S","11.7",",,W","6.7",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-28","4.5",",,W","10.2","H,,S","12.8",",,W","9.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-29","3.8",",,W","10.3","H,,S","11.7",",,W","9.4",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-30","6.3",",,W","10.2","H,,S","11.1",",,W","10.0",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-08-31","4.6",",,W","10.3","H,,S","11.7",",,W","10.0",",,W"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-09-01",,,"10.7","H,,S","12.8",",,S","10.0",",,S"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-09-02",,,"10.7","H,,S","12.8",",,S","10.0",",,S"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-09-03",,,"10.3","H,,S",,,,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-09-04",,,"9.6","H,,S","12.8",",,S","8.3",",,S"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-09-05",,,"7.8","H,,S","12.2",",,S","2.8",",,S"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-09-06",,,"10.7","H,,S","12.2",",,S","2.8",",,S"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-09-07",,,"10.3","H,,S",,,,
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-09-08",,,"10.4","H,,S","12.8",",,S","8.9",",,S"
"USW00025713","SAINT PAUL ISLAND AIRPORT, AK US","57.1552","-170.2222","10.7","2021-09-09",,,"9.4","H,,S","13.9",",,S","7.2",",,S"
